Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToMergeOrClose
29070,build: update tslint to version ~5.13.0,3379,True,False,,2019-03-04T18:35:09Z,1,3,3,1,1,1,2,0
29069,build: update @angular-devkit/build-angular to version 0.13.4,630,True,False,,2019-03-04T18:34:45Z,1,3,3,1,1,1,2,0
29093,docs(router): align examples in interfaces docs,1033,True,False,,2019-03-05T17:47:19Z,1,4,5,1,10,10,20,0
28923,refactor: remove unused functions and classes in diagnostics,56,True,False,,2019-03-05T19:41:38Z,3,7,1,1,2,58,60,0
28854,build: enable bundle_dts for forms package,785,True,False,,2019-03-05T19:40:50Z,3,6,1,6,18,9,27,0
29117,"ci: speed up ""test_aio_local_ivy"" job",22,True,False,,2019-03-05T19:43:13Z,2,4,3,2,8,2,10,0
29106,ci: bazel saucelabs test job does not setup circleci bazelrc,262,True,False,,2019-03-05T17:50:03Z,2,6,3,1,1,0,1,0
26006,fix(service-worker): detect new version even if files are identical to an old one,775,True,False,,2019-03-05T17:43:36Z,1,5,6,8,44,7,51,0
28893,fix(platform-server): update minimum domino version to latest released,734,True,False,,2019-03-05T17:43:54Z,2,5,1,1,3,3,6,0
29071,ci: update packageFiles to be renovated,109,True,False,,2019-03-05T17:44:52Z,1,3,1,1,2,1,3,0
29097,refactor(language-service): clean up imports language-service and mis…,814,True,False,,2019-03-05T17:48:08Z,1,3,2,6,19,23,42,0
29085,fix(router): removed obsolete TODO comment,972,True,False,,2019-03-05T17:46:03Z,1,3,2,1,0,1,1,0
29108,Add decorator api doc to patch,844,True,False,,2019-03-05T01:46:30Z,0,58,5,1700,210028,34928,244956,0
28986,Fix and complete decorator API doc,943,True,False,,2019-03-04T19:49:06Z,3,6,18,5,98,91,189,0
28894,docs(core):providing description for Output,999,True,False,,2019-03-05T14:09:53Z,0,5,6,1,16,1,17,0
28920,docs(core): added description to HostBinding,1007,True,False,,2019-03-05T14:09:36Z,0,4,6,1,11,12,23,0
25994,fix(service-worker): ignore passive mixed content requests,738,True,False,,2019-03-04T19:52:38Z,1,6,9,3,48,7,55,0
29112,docs: fix and add decorator api doc (#28986) [backport for patch branch],242,True,False,,2019-03-05T01:53:06Z,1,3,4,4,89,71,160,0
29109,test(ivy): restore root causes that were accidentally deleted,76,True,False,,2019-03-05T01:40:52Z,1,3,1,1,18,18,36,0
29065,fix(ivy): copy top-level comments into generated factory shims,488,True,False,,2019-03-05T00:00:45Z,1,3,2,2,29,2,31,0
29094,test(ivy): remove ngComponentOutlet example with a lazy-loaded NgModule,1926,True,False,,2019-03-04T22:43:21Z,1,4,2,3,22,80,102,0
28919,"fix(ivy): wrap ""inputs"" and ""outputs"" keys if they contain unsafe chars",434,True,False,,2019-03-04T22:42:19Z,4,5,6,2,34,1,35,0
29105,ci: print sauce-connect log output on timeout [patch],23,True,False,,2019-03-04T21:38:50Z,0,3,2,3,9,1,10,0
29015,fix(ivy): ensure static styling is properly inherited into child components,416,True,False,,2019-03-04T21:37:57Z,6,6,11,13,721,529,1250,0
28907,fix(bazel): Pin browsers for schematics,802,True,False,,2019-02-21T23:09:31Z,2,3,1,0,0,0,0,0
28851,refactor(bazel): Schematics should fetch angular from distro,785,True,False,,2019-02-20T17:03:38Z,1,3,1,10,209,101,310,0
28736,Backport of #28055 commits,46,True,False,,2019-03-04T18:37:08Z,3,7,3,26,227,188,415,0
29056,fix(ivy): remove query results from embedded views on view destroy,0,True,False,,2019-03-04T18:25:59Z,2,4,2,2,22,19,41,0
29084,ci: print sauce-connect log output on timeout,222,True,False,,2019-03-04T18:11:55Z,1,5,2,3,9,1,10,0
29081,test(ivy): update root causes for chip list,84,True,False,,2019-03-04T18:09:52Z,1,3,1,1,7,7,14,0
29080,test(ivy): update root causes for drag drop,78,True,False,,2019-03-04T18:09:18Z,1,4,3,1,6,6,12,0
29075,test(ivy): update root causes for tooltip,83,True,False,,2019-03-04T18:08:42Z,1,3,1,1,2,2,4,0
29073,test(ivy): update sidenav root causes,90,True,False,,2019-03-04T18:08:30Z,1,3,1,1,2,2,4,0
28763,test PR please ignore,0,True,False,,2019-03-04T15:28:34Z,0,3,1,1,1,1,2,0
29082,fix(router): fixed typo,802,True,False,,2019-03-03T18:12:19Z,4,5,2,1,1,1,2,0
28691,fix(ivy): WIP,0,True,False,,2019-03-03T17:57:42Z,0,3,1,7,171,38,209,0
29018,fix(ivy): make ngtsc to recognize `{ngModule: T}` type,1376,True,False,,2019-03-01T05:14:27Z,0,4,7,1,4,3,7,0
29068,fix(ivy): change for-of to forEach for pipes represented with Map,234,True,False,,2019-03-02T03:02:07Z,1,3,2,1,1,3,4,0
29064,fix(ivy): attached flag not being reset when view is destroyed,290,True,False,,2019-03-02T00:57:48Z,1,3,2,3,41,5,46,0
29066,build: update to bazel 0.23,67,True,False,,2019-03-02T00:25:25Z,0,3,1,6,213,209,422,0
29062,fix(ivy): correctly evaluate enum references in template expressions,410,True,False,,2019-03-01T23:48:55Z,1,3,2,2,10,1,11,0
29039,fix(ivy): replace templateUrl and styleUrls with resolved values in class metadata,754,True,False,,2019-03-01T23:40:22Z,5,4,3,3,185,11,196,0
29058,build: update Bazel to 0.23,0,True,False,,2019-03-01T23:25:34Z,1,4,4,5,57,57,114,0
29061,fix(ivy): use the imported name of decorators for detection,375,True,False,,2019-03-01T23:20:59Z,1,3,2,2,26,8,34,0
29040,fix(ivy): track cyclic imports that are added,1239,True,False,,2019-03-01T23:20:15Z,1,3,3,5,118,35,153,0
29033,Dynamic host attributes,0,True,False,,2019-03-01T23:19:37Z,3,3,3,11,183,105,288,0
29047,fix(ivy): move views that are already attached in insert(),423,True,False,,2019-03-01T23:18:38Z,2,3,2,9,148,312,460,0
28993,test(animations): fix unit-based delays within the animation DSL,174,True,False,,2019-03-01T23:18:22Z,1,4,2,1,34,0,34,0
29036,build: use correct path to tslint rules,1068,True,False,,2019-03-01T21:33:32Z,1,3,2,1,2,2,4,0
20916,feat(common/http): http testing matches url without params as well,1238,True,False,,2019-03-01T21:28:49Z,0,5,4,2,6,1,7,0
28569,docs: add ivy opt-in docs,768,True,False,,2019-02-26T16:44:20Z,31,13,34,2,132,49,181,0
29060,docs(ivy): add link to recursive benchmark,785,True,False,,2019-03-01T18:18:56Z,2,4,1,1,1,0,1,0
29023,fix(bazel): api extractor don't generate tsdoc metadata,978,True,False,,2019-03-01T18:18:07Z,2,3,2,4,14,11,25,0
29022,docs: add how to create a minimal repo in bug report template,785,True,False,,2019-03-01T18:17:12Z,4,5,1,1,3,1,4,0
29059,Pr/29015,785,True,False,,2019-03-01T17:31:16Z,0,3,3,15,194,86,280,0
29055,fix(ivy): remove query results from embedded views on view destroy,0,True,False,,2019-03-01T13:57:22Z,0,2,1,2,19,17,36,0
29028,ci: speed up `publish_artifacts` CircleCI job for PRs,0,True,False,,2019-02-28T18:40:47Z,1,3,1,1,10,8,18,0
29019,style: enforce buildifier lint rules,785,True,False,,2019-02-28T11:00:27Z,4,7,4,32,41,54,95,0
29046,Speed up CircleCI turnaround time [patch version],152,True,False,,2019-03-01T01:10:18Z,0,3,2,4,23,6,29,0
29042,remove default setting: pinch and rotate event as enabled on hammerjs,1116,True,False,,2019-02-28T23:17:45Z,0,2,2,1,0,3,3,0
28655,fix(ivy): support attribute selectors for content projection on inlin…,1619,True,False,,2019-02-28T23:02:40Z,9,5,3,10,197,29,226,0
28990,ci: remove dev-infra as owner on material-ci folder,896,True,False,,2019-02-28T22:21:35Z,1,4,2,1,17,2,19,0
28871,Use @npm instead of @ngdeps now that downstream angular build uses angular bundles,109,True,False,,2019-02-28T20:08:08Z,4,4,4,222,705,812,1517,0
29034,build(bazel): revert back to non-vendored yarn in node_repositories(),50,True,False,,2019-02-28T18:53:50Z,1,4,2,1,1,1,2,0
28984,ci: speed up circleci workflow turnaround time,35,True,False,,2019-02-28T18:47:43Z,2,5,3,3,23,5,28,0
28233,docs: The `InputDecorator` (`@Input`) api description is incorrect #2…,717,True,False,,2019-02-28T13:11:15Z,0,6,15,3,50,31,81,0
28784,build: improve VSCode settings for workspace,2340,True,False,,2019-02-28T10:49:39Z,4,5,2,2,20,3,23,0
28937,refactor: Consistently use index access on index signature types.,413,True,False,,2019-02-28T10:54:05Z,3,6,1,7,14,14,28,0
28978,fix(compiler): fix handling of escaped characters in the lexer ,1465,True,False,,2019-02-28T10:45:59Z,13,6,3,3,566,438,1004,0
28071,docs: The `InputDecorator` (`@Input`) api description is incorrect #2…,139,True,False,,2019-02-28T06:48:54Z,0,3,4,1,29,29,58,0
28941,fix(ivy): avoid missing imports for types that can be represented as values,455,True,False,,2019-02-27T23:15:13Z,3,3,3,3,116,7,123,0
29008,refactor(ivy): simplify logic of projectable nodes insertion,1086,True,False,,2019-02-27T22:07:01Z,1,3,2,2,39,57,96,0
28942,fix(ivy): resolve forwardRef when analyzing NgModule,108,True,False,,2019-02-27T22:04:10Z,6,5,3,3,111,7,118,0
29011,test(ivy): update root causes for expansion panel and accordion,126,True,False,,2019-02-27T22:02:25Z,2,4,1,1,0,16,16,0
24186,"API doc and examples: Route interface, Router NgModule",816,True,False,,2018-11-16T18:20:51Z,0,5,9,2,295,229,524,0
28997,feat(ivy): support inline <style> and <link> tags in components,181,True,False,,2019-02-27T19:58:02Z,5,5,3,5,321,129,450,0
28969,fix(ivy): process property bindings in i18n blocks similar to non-i18n bindings,656,True,False,,2019-02-27T19:57:41Z,6,4,2,5,71,25,96,0
28998,fix(ivy): resolve forwardRef in @NgModule,0,True,False,,2019-02-27T19:02:53Z,0,3,1,3,92,7,99,0
28967,fix(ivy): avoid duplicate i18n consts in generated output,662,True,False,,2019-02-27T18:35:09Z,8,5,2,3,72,12,84,0
29009,ci(core): fix `legacy-unit-tests-saucelabs` job,649,True,False,,2019-02-27T18:34:07Z,2,4,3,1,4,4,8,0
28999,test(ivy): record root cause of CdkVirtualScrollViewport failures,16,True,False,,2019-02-27T18:25:43Z,1,3,1,1,52,52,104,0
28995,build(bazel): allow a user to control a subset of angularCompilerOption in their tsconfig file when using ng_module,112,True,False,,2019-02-27T16:49:13Z,5,7,7,1,59,0,59,0
28804,fix(core): traverse and sanitize content of unsafe elements,1377,True,False,,2019-02-26T21:33:40Z,5,5,3,2,48,26,74,0
28936,fix(ivy): correctly resolve shorthand property declarations,562,True,False,,2019-02-27T16:50:16Z,1,4,3,2,24,0,24,0
25855,docs: warn that directives don't support namespaces,1038,True,False,,2019-02-19T19:03:52Z,12,6,17,3,9,2,11,0
28859,build(docs-infra): upgrade cli command docs sources to dbee95b8a,176,True,False,,2019-02-22T09:25:03Z,0,3,4,1,1,1,2,0
28922,build(docs-infra): upgrade cli command docs sources to c91579a2e,204,True,False,,2019-02-22T17:54:19Z,2,8,2,1,1,1,2,0
28795,build(docs-infra): upgrade cli command docs sources to 3f649b986,121,True,False,,2019-02-22T09:24:46Z,0,4,6,1,1,1,2,0
28816,build(docs-infra): upgrade cli command docs sources to 0c707bde6,135,True,False,,2019-02-22T09:24:54Z,0,3,5,1,1,1,2,0
28882,build(docs-infra): upgrade cli command docs sources to 3c291a12f,190,True,False,,2019-02-22T09:25:16Z,0,3,3,1,1,1,2,0
28772,build(docs-infra): upgrade cli command docs sources to 516a611d6,106,True,False,,2019-02-22T09:24:31Z,0,4,7,1,1,1,2,0
28994,fix(bazel): Add SHA256 for rules_sass,1004,True,False,,2019-02-27T00:58:19Z,1,3,1,2,4,3,7,0
28989,test(ivy): update select root causes,105,True,False,,2019-02-27T01:00:15Z,1,3,2,1,2,18,20,0
28186,style: enforce buildifier lint on CI,375,True,False,,2019-02-27T00:59:14Z,9,7,5,117,255,275,530,0
28926,fix(ivy): static host classes and styles should work on root component,18,True,False,,2019-02-26T21:31:07Z,1,3,3,5,43,40,83,0
28982,fix(ivy): ngtsc should correctly bind to context in nested template w…,37,True,False,,2019-02-26T19:55:42Z,2,4,3,3,59,25,84,0
28543,docs: re-phrase note in architecture guide for clarity,25,True,False,,2019-02-26T16:41:02Z,2,4,2,1,3,3,6,0
28951,fix(ivy): ViewRef.rootNodes not including projected nodes,321,True,False,,2019-02-26T18:50:24Z,1,4,3,3,74,9,83,0
28972,test(ivy): update sidenav and drawer root causes,133,True,False,,2019-02-26T18:50:03Z,1,3,2,1,2,70,72,0
28981,fix(common): trying to use default locale currency symbol before tryi…,1179,True,False,,2019-02-26T16:43:21Z,0,4,9,1,2,2,4,0
28973,ci: add workspace prereq job to saucelabs_tests,772,True,False,,2019-02-26T16:43:16Z,2,5,2,1,4,1,5,0
28844,fix(ivy): tokenize escaped new lines in inline templates,1024,True,False,,2019-02-26T14:53:10Z,1,4,5,2,51,15,66,0
21883,feat(bazel): add ts_config extending support for ng_module,250,True,False,,2019-02-26T02:02:51Z,2,7,7,2,9,0,9,0
28947,Normalize arrays,2289,True,False,,2019-02-26T02:02:45Z,24,5,2,20,276,163,439,0
28767,feat: upgrade domino to v2.1.2,785,True,False,,2019-02-17T05:01:09Z,2,5,4,2,5,5,10,0
25935,docs: add Leonardo Zizzamia to GDE resources,914,True,False,,2019-02-25T22:09:32Z,6,5,5,2,8,0,8,0
28961,docs(core): export the `...Decorator` interfaces (patch branch),814,True,False,,2019-02-25T22:08:40Z,1,5,4,2,26,1,27,0
26861,feat(router): add pathParamsChange mode for runGuardsAndResolvers,237,True,False,,2018-11-14T20:26:01Z,7,9,18,4,72,5,77,0
28838,docs: add Nebular to UI Components section in resources,785,True,False,,2019-02-25T20:56:14Z,1,5,1,1,6,0,6,0
27886,docs: modify the descendant spelling and remove multiple times parent in DI guide,860,True,False,,2019-02-25T20:56:06Z,3,4,5,1,1,2,3,0
27721,Karma sauce tests in CircleCI,94,True,False,,2019-02-22T21:08:43Z,29,7,22,15,246,20,266,0
22018,Sprint3,536,True,False,,2018-02-18T21:20:02Z,25,6,7,23,705,89,794,0
22897,fix(ivy): fix type error in newer version of TS,1129,True,False,,2018-03-20T22:50:53Z,3,4,1,3,180,138,318,0
25754,"feat(ivy): allow combined context discovery for components, directives and elements",0,True,False,,2018-09-07T21:16:07Z,20,6,19,12,789,142,931,0
25779,docs(ivy): add explanation of LViewData,0,True,False,,2018-09-11T14:11:30Z,24,9,11,1,445,0,445,0
28965,7.2.x workspaces,771,True,False,,2019-02-25T18:26:22Z,1,4,2,2,86,92,178,0
26559,fix(ivy): ensure `ngClass` works with [class] bindings,0,True,False,,2018-10-25T00:28:32Z,6,6,15,12,199,49,248,0
26126,fix(ivy): ensure [style] and [class] bindings are placed in the same instruction,0,True,False,,2018-09-27T22:33:52Z,2,5,3,2,56,13,69,0
27035,fix(ivy): account for `useValue: undefined` providers in module injector,1040,True,False,,2018-12-03T22:40:52Z,3,4,2,2,17,2,19,0
27039,Hello world size regression,61,True,False,,2019-02-14T23:29:00Z,5,6,2,33,582,584,1166,0
27117,fix(ivy): align discovery methods for consistency,0,True,False,,2018-11-20T19:45:31Z,21,5,12,21,430,214,644,0
27278,misc ivy fixes #2,0,True,False,,2018-11-27T18:32:28Z,5,4,4,18,59,110,169,0
28197,build: run angular/material2 unit tests on ci,0,True,False,,2019-02-01T17:17:14Z,8,7,4,7,4815,83,4898,0
28326,refactor(ivy): correct cyclical dependency,0,True,False,,2019-01-23T23:43:37Z,1,3,1,1,1,2,3,0
28949,docs: add FancyGrid to resources,848,True,False,,2019-02-25T18:24:58Z,1,5,1,1,6,0,6,0
28463,ci(docs-infra): build examples with Ivy,977,True,False,,2019-02-11T17:18:35Z,11,7,26,10,1036,491,1527,0
28582,test: update material ivy errors notes,62,True,False,,2019-02-07T20:39:15Z,2,3,2,1,50,50,100,0
28536,"refactor(ivy): rename ""blacklist"" to ""blocklist""",0,True,False,,2019-02-05T19:07:46Z,3,5,1,5,17,17,34,0
28527,test: enter notes on ivy-related material test errors,78,True,False,,2019-02-06T01:14:06Z,4,4,2,1,667,666,1333,0
28840,docs: Add Human Coders trainings in resources.json,829,True,False,,2019-02-25T18:24:22Z,2,6,6,1,6,0,6,0
28501,docs: add ngVikings 2019 to events page,858,True,False,,2019-02-25T18:23:54Z,5,8,9,1,6,0,6,0
28347,docs (TOH): Updated TOH Heros documentation - Resolves issue: 28346,962,True,False,,2019-02-25T18:23:26Z,1,5,5,1,1,1,2,0
28952,test(ivy): update root causes for material menu,234,True,False,,2019-02-25T16:18:24Z,3,3,2,1,6,6,12,0
28945,feat(ivy): add debug view of internal deta structures,1599,True,False,,2019-02-25T16:17:05Z,9,6,2,3,279,1,280,0
28935,ci: add bazel_repository_cache to CircleCI workspace,980,True,False,,2019-02-25T16:16:49Z,4,5,4,2,54,43,97,0
19407,fix(build): fix @angular/common/http umd bundle,789,True,False,,2019-02-25T16:05:16Z,0,3,3,1,4,0,4,0
28928,ci: share data between jobs using workspaces,3185,True,False,,2019-02-22T21:25:38Z,1,5,4,2,77,93,170,0
28957,docs: describe your change...,785,True,False,,2019-02-25T03:30:48Z,0,2,2,1,1,1,2,0
28836,docs(core): export the `...Decorator` interfaces to ensure they are documented,1155,True,False,,2019-02-24T20:41:54Z,2,7,9,2,26,1,27,0
28623,docs(aio): add FancyGrid to resources,848,True,False,,2019-02-24T12:28:41Z,1,5,8,1,6,0,6,0
28931,build: update to latest bazel rules,0,True,False,,2019-02-23T01:28:37Z,2,6,1,9,39,28,67,0
28939,Fix saucelabs_test cronjob in CI,16,True,False,,2019-02-23T00:23:24Z,1,3,1,1,5,5,10,0
28892,docs: clarify documentation about listening to progress events,907,True,False,,2019-02-22T18:52:09Z,11,5,11,1,3,0,3,0
28656,fix(compiler): use correct variable in invalid function,939,True,False,,2019-02-22T23:07:48Z,1,5,3,1,1,1,2,0
26991,docs(router): reword relativeLinkResolution docs to not mention version numbers,1016,True,False,,2019-02-22T22:37:29Z,2,5,3,1,2,2,4,0
28382,refactor(ivy): LView is a proper linked list,182,True,False,,2019-02-22T21:19:01Z,22,7,9,52,737,608,1345,0
28896,Update to rules_typescript 0.25.1 (PATCH-ONLY),434,True,False,,2019-02-22T21:06:09Z,2,5,4,91,235,514,749,0
28852,Re-exports in ngtsc,0,True,False,,2019-02-22T20:17:20Z,10,4,2,37,1668,845,2513,0
28905,build(bazel): use http_server rule from rules_nodejs,785,True,False,,2019-02-22T20:16:26Z,2,5,3,14,9,176,185,0
28902,fix(ivy): host listeners being inherited twice,86,True,False,,2019-02-22T20:02:18Z,1,4,2,4,70,5,75,0
28888,fix(ivy): ngOnChanges hooks should be inherited from grand-superclasses,18,True,False,,2019-02-22T20:01:44Z,4,5,3,4,132,62,194,0
27959,fix(language-service): completion named property,636,True,False,,2019-02-22T19:32:14Z,0,4,8,1,4,2,6,0
25957,update DI link,852,True,False,,2019-02-22T18:22:09Z,1,4,4,1,1,1,2,0
28234,docs: add mode to webpack config in universal guide,894,True,False,,2019-02-22T18:20:13Z,1,3,3,1,1,0,1,0
28880,refactor(ivy): remove superfluous isComponentDef function,51,True,False,,2019-02-22T18:05:52Z,1,3,2,1,1,12,13,0
28903,ci: run saucelabs legacy tests every hour,423,True,False,,2019-02-22T17:53:32Z,1,5,1,1,6,2,8,0
28925,test(ivy): diagnose root causes of failures in Dialog and MatDialog,18,True,False,,2019-02-22T17:00:29Z,2,4,1,1,8,8,16,0
28899,docs: fix ngSwitch example,854,True,False,,2019-02-22T16:55:46Z,1,4,5,1,1,1,2,0
28616,feat(compiler-cli): make enableIvy ngtsc/true equivalent,1356,True,False,,2019-02-19T20:30:19Z,4,7,12,8,15,202,217,0
28472,ci: update circleci post checkout to v2 syntax,896,True,False,,2019-02-22T06:20:36Z,19,5,8,1,57,41,98,0
28642,build: enable bundle_dts for upgrade package,968,True,False,,2019-02-22T07:58:12Z,1,7,13,14,119,118,237,0
28916,misc angular.io seo and i11y fixes,29,True,False,,2019-02-22T07:29:10Z,1,4,3,1,35,32,67,0
26143,Update HttpClient API documentation,912,True,False,,2019-02-22T04:57:55Z,5,9,16,1,965,306,1271,0
28901,Add .bzl/BUILD files to @angular/bazel package (PATCH-ONLY),965,True,False,,2019-02-22T02:01:48Z,1,4,2,20,381,129,510,0
28765,fix(ivy): incorrectly remapping certain properties that refer to inputs,509,True,False,,2019-02-22T02:01:16Z,9,6,7,9,140,110,250,0
28906,build(bazel): cleanup the jasmine bootstrap code,1002,True,False,,2019-02-22T02:00:51Z,1,3,1,2,7,31,38,0
28900,build: fix integration/bazel on OSX and update integration yarn.lock files,785,True,False,,2019-02-22T01:51:06Z,1,3,1,4,268,293,561,0
28889,ci: make yarn globally available and independent of `$BASH_ENV`,455,True,False,,2019-02-21T20:39:22Z,1,4,4,2,6,13,19,0
28890,test(ivy): turn on passing Material tests for paginator,47,True,False,,2019-02-21T20:36:15Z,1,3,2,1,13,81,94,0
28869,Do not build rxjs from source under Bazel (PATCH-ONLY),28,True,False,,2019-02-21T20:30:10Z,3,4,6,99,359,148,507,0
28470,fix(ivy): component destroy hook called twice when configured as provider,146,True,False,,2019-02-21T17:36:05Z,8,6,8,12,283,73,356,0
28625,Build/update rules ts 0.25.1,578,True,False,,2019-02-21T15:48:17Z,5,7,15,90,174,1940,2114,0
28879,"test(ivy): update material blocklist with root causes, remove passing…",7,True,False,,2019-02-21T15:48:29Z,1,3,1,1,96,276,372,0
28787,ci: run saucelabs unit tests as cronjob,519,True,False,,2019-02-21T00:49:33Z,6,5,5,1,18,2,20,0
28849,fix(ivy): allow HTML comments to be present inside <ng-content>,404,True,False,,2019-02-21T08:15:08Z,1,3,2,2,27,1,28,0
28789,fix(ivy): correct absolute path processing for templateUrl and styleUrls,473,True,False,,2019-02-21T08:14:37Z,1,3,2,2,72,0,72,0
28770,fix(ivy): check presence of .css resource while processing styleUrls,460,True,False,,2019-02-21T08:14:07Z,1,3,2,2,32,0,32,0
28723,fix(ivy): restore @fileoverview annotations location for Closure,561,True,False,,2019-02-21T08:13:56Z,3,3,2,4,174,9,183,0
28831,fix(ivy): unable to import shim factory files on case-insensitive platforms,1410,True,False,,2019-02-21T02:27:46Z,1,4,2,3,22,6,28,0
28876,test(ivy): turn on more passing Material tests,152,True,False,,2019-02-21T00:50:26Z,1,3,2,1,135,511,646,0
28703,build: remove legacy-unit-tests-local job,332,True,False,,2019-02-21T00:33:29Z,1,4,2,2,23,17,40,0
28495,feat(ivy): open up ivy_switch_mode to non-core packages,196,True,False,,2019-02-20T22:20:39Z,1,4,2,2,32,3,35,0
28711,feat(ivy): convert [ngStyle] and [ngClass] to use ivy styling bindings,271,True,False,,2019-02-20T21:28:15Z,3,5,2,17,953,231,1184,0
28874,build: update @bazel/typescript dependency,785,True,False,,2019-02-20T20:31:39Z,1,4,3,1,1,1,2,0
28875,ci: add Ivy Material Blocklist Owners codeowners rule,141,True,False,,2019-02-20T19:53:41Z,2,3,2,1,16,0,16,0
28873,test(ivy): update material blocklist to turn on passing tests,74,True,False,,2019-02-20T19:26:52Z,2,4,2,1,541,1321,1862,0
28872,test(bazel): Upgrade CLI dependencies for schematics test,1106,True,False,,2019-02-20T18:57:08Z,1,3,1,5,172,307,479,0
28729,p ::_ #7170 ,892,True,False,,2019-02-20T19:14:44Z,0,6,3,8,2288,2,2290,0
28864,fix(docs-infra): prevent extra space at the bottom of the page in Chrome,420,True,False,,2019-02-20T17:22:10Z,1,4,2,1,6,13,19,0
28839,ci: Vendor yarn into our repo,132,True,False,,2019-02-20T17:20:46Z,3,4,8,6,136142,7,136149,0
28870,ci/angular bot exclude third party,61,True,False,,2019-02-20T17:18:52Z,1,3,1,1,1,0,1,0
28609,feat(router): add hash-based navigation option to setUpLocationSync,270,True,False,,2019-02-20T00:22:14Z,4,5,2,3,37,3,40,0
28850,fix(bazel): Add postinstall step to generate summaries,963,True,False,,2019-02-20T06:30:57Z,2,4,1,3,125,49,174,0
28855,build: enable bundle_dts for core package,785,True,False,,2019-02-20T09:32:44Z,0,2,1,10,40,15,55,0
28848,test(ivy): turn on passing material tests,91,True,False,,2019-02-20T06:29:09Z,2,4,2,1,276,592,868,0
28827,fix(ivy): re-create node links after creating/moving/removing nodes with i18n,359,True,False,,2019-02-19T23:55:59Z,2,4,1,2,80,9,89,0
28769,build: Add .bzl/BUILD files to @angular/bazel package,103,True,False,,2019-02-20T01:57:31Z,4,4,5,20,371,129,500,0
28845,test(ivy): re-enable ngIf protractor test,440,True,False,,2019-02-20T00:25:27Z,2,4,2,2,13,15,28,0
28841,fix(bazel): Schematics should upgrade rxjs to 6.4.0,959,True,False,,2019-02-20T00:33:43Z,1,3,1,2,84,1,85,0
28726,build: enable bundle_dts for a number of packages,975,True,False,,2019-02-20T00:32:09Z,1,3,2,17,17,0,17,0
28720,Do not build rxjs from source under Bazel,302,True,False,,2019-02-20T00:29:49Z,6,5,3,102,361,152,513,0
28671,docs: add Sharon DiOrio to contributors,909,True,False,,2019-02-20T00:16:39Z,2,5,4,2,8,0,8,0
28846,TEST,785,True,False,,2019-02-19T23:33:25Z,0,2,1,3,136168,69,136237,0
28811,fix(ivy): support static ViewChild and ContentChild queries,694,True,False,,2019-02-19T23:30:39Z,7,5,3,26,614,226,840,0
28832,docs: fix wrong filename ngsw-config.json in service worker fail-safe,1084,True,False,,2019-02-19T21:35:44Z,1,3,2,1,1,1,2,0
28788,"ci: combine ""define_env_vars"" and ""download_yarn"" anchor",237,True,False,,2019-02-19T20:43:54Z,7,5,1,2,33,58,91,0
28797,build(compiler-cli): upgrade chokidar to latest version,679,True,False,,2019-02-19T20:55:42Z,4,7,4,3,58,25,83,0
28785,build(docs-infra): improve caching configuration for Firebase hosting,224,True,False,,2019-02-19T20:40:22Z,1,5,2,2,20,5,25,0
28780,build: fix `validate-commit-message`,632,True,False,,2019-02-19T20:39:34Z,1,3,1,1,45,39,84,0
28808,docs(platform-browser): fix a grammatical error in the BrowserModule documentation,932,True,False,,2019-02-19T20:56:16Z,2,4,2,1,1,1,2,0
28829,docs(common): fix a typo in a debounce requests example header,1045,True,False,,2019-02-19T21:00:59Z,2,4,3,1,1,1,2,0
28500,docs: add Stanimira Vlaeva to contributors,844,True,False,,2019-02-19T21:02:53Z,9,8,4,2,9,81,90,0
28762,fix(compiler-cli): incorrect bundled metadata for static class member call expressions,212,True,False,,2019-02-19T20:54:56Z,2,6,4,9,194,38,232,0
28756,DebugNode.componentInstance,1086,True,False,,2019-02-19T20:53:19Z,1,4,4,2,65,4,69,0
28837,docs: clarify process surrounding merge label,299,True,False,,2019-02-19T20:44:48Z,1,3,1,1,2,1,3,0
28807,ci: add gkalpak and filipesilva to fw-dev-infra,782,True,False,,2019-02-19T20:33:00Z,4,4,2,1,2,0,2,0
28835,ci: add /aio/content/images/bios/** to @angular/fw-docs-marketing group,24,True,False,,2019-02-19T20:32:16Z,1,3,1,1,1,0,1,0
28744,fix(ivy): circular reference in i18n,785,True,False,,2019-02-19T20:28:08Z,4,4,3,1,8,1,9,0
28602,docs: display the beginning label in interpolation guide example,859,True,False,,2019-02-19T20:26:21Z,3,6,4,1,3,2,5,0
28437,add Keilla Fernandes to GDE resources,893,True,False,,2019-02-19T19:25:57Z,4,7,15,2,9,0,9,0
28783,import Observable and of from rxjs separate file locations,951,True,False,,2019-02-19T13:34:39Z,1,5,7,1,2,0,2,0
28641,path to ng server,1098,True,False,,2019-02-19T14:09:04Z,0,4,4,1,1,1,2,0
28806,WIP,38,True,False,,2019-02-19T08:21:30Z,0,2,1,8,154,57,211,0
28800,test(ivy): wip,0,True,False,,2019-02-18T15:32:52Z,0,2,1,2,29,43,72,0
28696,build(bazel): specify tsconfig-test dependency,1150,True,False,,2019-02-17T04:59:41Z,2,4,1,3,9,3,12,0
28773,fix(ivy): fix class inheritance detection for ES5 code in `ngtsc`,797,True,False,,2019-02-17T05:02:19Z,0,2,1,2,81,2,83,0
